"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Chimnual J.; Sanprik A.; Saetan U.; Chuthong S.; Wonglapsuwan M.; Chotigeat W.","Chimnual, Jirakanit (57834530600); Sanprik, Amornrat (58752462700); Saetan, Uraipan (57191674684); Chuthong, Somrak (58751991400); Wonglapsuwan, Monwadee (26430219100); Chotigeat, Wilaiwan (6603111868)","57834530600; 58752462700; 57191674684; 58751991400; 26430219100; 6603111868","Xenogeneic transplantation of spermatogonia from banana shrimp (Fenneropenaeus merguiensis) into white shrimp (Litopenaeus vannamei)","2023","Aquaculture Reports","33","","101867","","","","0","10.1016/j.aqrep.2023.101867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179098236&doi=10.1016%2fj.aqrep.2023.101867&partnerID=40&md5=df07c60e0ce635ae59400cc9fc0162e1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85179098236"
"Gao Z.; Ma S.; Li J.; Sun P.; Liu Y.; Xing Q.; He Q.; Tian Y.","Gao, Zihui (57481857100); Ma, Shuyang (57200709216); Li, Jianchao (56640276500); Sun, Peng (52464631300); Liu, Yang (57211739295); Xing, Qinwang (57204285791); He, Qingsong (57226594976); Tian, Yongjun (57211735668)","57481857100; 57200709216; 56640276500; 52464631300; 57211739295; 57204285791; 57226594976; 57211735668","Climate-induced long-term variations of the Arctic ecosystems","2023","Progress in Oceanography","213","","103006","","","","1","10.1016/j.pocean.2023.103006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150172100&doi=10.1016%2fj.pocean.2023.103006&partnerID=40&md5=6b3901a8722116d7a95c43de57f3a797","Article","Final","","Scopus","2-s2.0-85150172100"
"Tsamadias I.E.; Rizou D.D.; Moutopoulos D.K.; Lattos A.; Giantsis I.A.; Michaelidis B.; Theodorou J.A.","Tsamadias, Ioannis E. (57212090407); Rizou, Dimitra D. (57201693070); Moutopoulos, Dimitrios K. (6507317714); Lattos, Athanasios (57214119768); Giantsis, Ioannis A. (55634192200); Michaelidis, Basile (6603053246); Theodorou, John A. (6603499253)","57212090407; 57201693070; 6507317714; 57214119768; 55634192200; 6603053246; 6603499253","Morphometric Analysis of the Critically Endangered Fan Mussel (Pinna nobilis L.) in Maliakos Gulf (Central Aegean)","2023","Diversity","15","9","948","","","","0","10.3390/d15090948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172799807&doi=10.3390%2fd15090948&partnerID=40&md5=a4e4d63fe8050d8d44ce95c86b66cc5e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85172799807"
"Miyagawa M.; Okamura H.; Ichinokawa M.","Miyagawa, Mitsuyo (57226439565); Okamura, Hiroshi (36879909700); Ichinokawa, Momoko (14028425200)","57226439565; 36879909700; 14028425200","Which fisheries and biological factors affect the misclassification of stock status determined by data-limited methods?","2023","Fisheries Research","257","","106491","","","","0","10.1016/j.fishres.2022.106491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138124231&doi=10.1016%2fj.fishres.2022.106491&partnerID=40&md5=a6b19989442d4fa732ae197cb60cb6c6","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85138124231"
"Schmieder R.W.","Schmieder, Robert William (57212304917)","57212304917","Heard Island: Two Centuries of Change, and More Coming","2023","Heard Island: Two Centuries of Change, and More Coming","","","","1","882","881","0","10.1007/978-3-031-20343-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170993911&doi=10.1007%2f978-3-031-20343-5&partnerID=40&md5=4de8af9867bf978ae6d090bfe64f34e8","Book","Final","","Scopus","2-s2.0-85170993911"
"Liu X.; Liu Y.; Jiang Z.; Cao L.","Liu, Xiangwei (58352001600); Liu, Yue (58103312600); Jiang, Ziyu (58353970400); Cao, Ling (57198528782)","58352001600; 58103312600; 58353970400; 57198528782","Spatiotemporal variation of China’s mariculture potential under climate change","2023","Reviews in Fish Biology and Fisheries","","","","","","","0","10.1007/s11160-023-09814-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177825720&doi=10.1007%2fs11160-023-09814-2&partnerID=40&md5=48403c42d0c6fe31190e49567a7531ef","Article","Article in press","","Scopus","2-s2.0-85177825720"
"da Costa I.D.; Costa L.L.; Zalmon I.R.","da Costa, Igor David (34976413900); Costa, Leonardo Lopes (57188821481); Zalmon, Ilana Rosental (6508049115)","34976413900; 57188821481; 6508049115","Are fishes selecting the trash they eat? Influence of feeding mode and habitat on microplastic uptake in an artificial reef complex (ARC)","2023","Science of the Total Environment","904","","166788","","","","0","10.1016/j.scitotenv.2023.166788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170417215&doi=10.1016%2fj.scitotenv.2023.166788&partnerID=40&md5=e0fbb8b60efc76bb5c42a62e8967b60d","Article","Final","","Scopus","2-s2.0-85170417215"
"Marengo M.; Vanalderweireldt L.; Horri K.; Patrissi M.; Santoni M.-C.; Lejeune P.; Durieux E.D.H.","Marengo, Michel (56282468100); Vanalderweireldt, Lucie (57211560009); Horri, Khaled (57192594206); Patrissi, Michela (57215291968); Santoni, Marie-Catherine (31367608900); Lejeune, Pierre (35332452500); Durieux, Eric Dominique Henri (15839229000)","56282468100; 57211560009; 57192594206; 57215291968; 31367608900; 35332452500; 15839229000","Combining indicator trends to evaluate a typical Mediterranean small-scale fishery: The case study of Corsica","2023","Regional Studies in Marine Science","65","","103087","","","","1","10.1016/j.rsma.2023.103087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164991115&doi=10.1016%2fj.rsma.2023.103087&partnerID=40&md5=5d29186c2d9e4497bba66ba1f1d2da05","Article","Final","","Scopus","2-s2.0-85164991115"
"Zamborain-Mason J.; Viana D.; Nicholas K.; Jackson E.D.; Koehn J.Z.; Passarelli S.; Yoo S.-H.; Zhang A.W.; Davin H.C.; Duggan C.P.; Schmidhuber J.; Golden C.D.","Zamborain-Mason, Jessica (57194497462); Viana, Daniel (55428698400); Nicholas, Khristopher (57211622034); Jackson, Erin D. (58173165600); Koehn, J. Zachary (55613414800); Passarelli, Simone (57201385272); Yoo, Seo-Hyun (58290194200); Zhang, Angela W. (57981042000); Davin, Hannah C. (58291153600); Duggan, Christopher P. (7101812155); Schmidhuber, Josef (15840642300); Golden, Christopher D. (35305127300)","57194497462; 55428698400; 57211622034; 58173165600; 55613414800; 57201385272; 58290194200; 57981042000; 58291153600; 7101812155; 15840642300; 35305127300","A Decision Framework for Selecting Critically Important Nutrients from Aquatic Foods","2023","Current Environmental Health Reports","10","2","","172","183","11","5","10.1007/s40572-023-00397-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160283978&doi=10.1007%2fs40572-023-00397-5&partnerID=40&md5=79729e1a644cb90583abcdde8ccf76c7","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160283978"
"Lejeune B.; Marcout A.; Kopp D.; Morandeau F.; Mehault S.; Mouchet M.A.","Lejeune, Benjamin (57201057312); Marcout, Anna (58024957600); Kopp, Dorothée (26027515400); Morandeau, Fabien (13608241800); Mehault, Sonia (35810627000); Mouchet, Maud Aline (56366255900)","57201057312; 58024957600; 26027515400; 13608241800; 35810627000; 56366255900","Assessing discard consumption dynamic in shallow coastal environment using underwater video","2023","Fisheries Research","260","","106587","","","","0","10.1016/j.fishres.2022.106587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144392524&doi=10.1016%2fj.fishres.2022.106587&partnerID=40&md5=8d9dbade896e7d00d9dea5aeaa6c0edb","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85144392524"
"von Hellfeld R.; Gade C.; Koppel D.J.; Walters W.J.; Kho F.; Hastings A.","von Hellfeld, Rebecca (57217735281); Gade, Christoph (58062911000); Koppel, Darren J. (55747447400); Walters, William J. (37014118500); Kho, Fenny (57201401528); Hastings, Astley (14919415400)","57217735281; 58062911000; 55747447400; 37014118500; 57201401528; 14919415400","An approach to assess potential environmental mercury release, food web bioaccumulation, and human dietary methylmercury uptake from decommissioning offshore oil and gas infrastructure","2023","Journal of Hazardous Materials","452","","131298","","","","2","10.1016/j.jhazmat.2023.131298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151417000&doi=10.1016%2fj.jhazmat.2023.131298&partnerID=40&md5=c87d7ae25fd676f9e08f7bb718087b8c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85151417000"
"Yücel N.","Yücel, Nebil (7004196566)","7004196566","Detection of microplastic fibers tangle in deep-water rose shrimp (Parapenaeus longirostris, Lucas, 1846) in the northeastern Mediterranean Sea","2023","Environmental Science and Pollution Research","30","4","","10914","10924","10","3","10.1007/s11356-022-22898-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137789638&doi=10.1007%2fs11356-022-22898-w&partnerID=40&md5=14374171e44f131cffade89fe8199698","Article","Final","","Scopus","2-s2.0-85137789638"
"Wonham M.; Wasson C.","Wonham, Marjorie (6603015227); Wasson, Curtis (57204733139)","6603015227; 57204733139","Molluscs, morphology, and metaphor in Pablo Neruda's STEAMiest poem","2023","Invertebrate Biology","142","1","e12393","","","","0","10.1111/ivb.12393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150366646&doi=10.1111%2fivb.12393&partnerID=40&md5=c0ba1115952d259002f8212c6dc9572d","Review","Final","","Scopus","2-s2.0-85150366646"
"Pinto C.; Lanteri L.; Olmi E.; Rasore N.; Valente G.R.; Garibaldi F.","Pinto, Cecilia (56197862500); Lanteri, Luca (57189221754); Olmi, Edoardo (58143562400); Rasore, Nicola (58143867300); Valente, Giovanni Roppo (58144332800); Garibaldi, Fulvio (7006836979)","56197862500; 57189221754; 58143562400; 58143867300; 58144332800; 7006836979","A swallow doesn’t make a summer: the case of Charybdis (Charybdis) feriata (Linnaeus, 1758) in the western Mediterranean Sea","2023","BioInvasions Records","12","1","","223","233","10","0","10.3391/bir.2023.12.1.18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152078835&doi=10.3391%2fbir.2023.12.1.18&partnerID=40&md5=1755212e3fd5c816c383eb4b52d7f05b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85152078835"
"Hardy N.A.; Matuch C.; Roote Z.; George I.; Muhling B.; Jacox M.G.; Hazen E.L.; Bograd S.J.; Crowder L.B.; Green S.J.","Hardy, Natasha A. (55834427500); Matuch, Cindy (57484183700); Roote, Zachary (57568699700); George, Iris (58584690000); Muhling, Barbara A. (17346911300); Jacox, Michael G. (57198365414); Hazen, Elliott L. (6701672142); Bograd, Steven J. (7004468506); Crowder, Larry B. (7005270269); Green, Stephanie J. (37123608700)","55834427500; 57484183700; 57568699700; 58584690000; 17346911300; 57198365414; 6701672142; 7004468506; 7005270269; 37123608700","Trait-based analyses reveal global patterns in diverse diets of albacore tuna (Thunnus alalunga)","2023","Fish and Fisheries","","","","","","","0","10.1111/faf.12807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179346307&doi=10.1111%2ffaf.12807&partnerID=40&md5=5845e7d1a760b81e2f3b33825d3955a6","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85179346307"
"Abucay L.R.; Sorongon-Yap P.; Kesner-Reyes K.; Capuli E.C.; Reyes R.B., Jr; Daskalaki E.; Ferrà C.; Scarcella G.; Coro G.; Ordines F.; Sánchez-Zulueta P.; Dakalov G.; Klayn S.; Celie L.; Scotti M.; Grémillet D.; Lambert C.; Gal G.; Palomares M.L.D.; Dimarchopoulou D.; Tsikliras A.C.","Abucay, Luisa R. (58658441900); Sorongon-Yap, Patricia (57192398615); Kesner-Reyes, Kathleen (15742821200); Capuli, Emily C. (8097816200); Reyes, Rodolfo B. (35079318800); Daskalaki, Eva (57965289800); Ferrà, Carmen (57193016394); Scarcella, Giuseppe (36922781200); Coro, Gianpaolo (13104305800); Ordines, Francesc (15924031700); Sánchez-Zulueta, Paula (57194398621); Dakalov, Georgi (58657393300); Klayn, Stefania (57204203959); Celie, Liesa (58657566300); Scotti, Marco (7003580815); Grémillet, David (54903897800); Lambert, Charlotte (56806278100); Gal, Gideon (57207608316); Palomares, Maria Lourdes D. (6701408907); Dimarchopoulou, Donna (56554159400); Tsikliras, Athanassios C. (6505910626)","58658441900; 57192398615; 15742821200; 8097816200; 35079318800; 57965289800; 57193016394; 36922781200; 13104305800; 15924031700; 57194398621; 58657393300; 57204203959; 58657566300; 7003580815; 54903897800; 56806278100; 57207608316; 6701408907; 56554159400; 6505910626","Scientific knowledge gaps on the biology of non-fish marine species across European Seas","2023","Frontiers in Marine Science","10","","1198137","","","","0","10.3389/fmars.2023.1198137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174599040&doi=10.3389%2ffmars.2023.1198137&partnerID=40&md5=75ce284ef810da6f0b5ed8d5ebc870a4","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85174599040"
"Melnychuk M.C.; Ashbrook C.E.; Bell R.J.; Bellquist L.; Kauer K.; Wilson J.R.; Hilborn R.; Odell J.","Melnychuk, Michael C. (7801548640); Ashbrook, Charmane E. (6507525413); Bell, Richard J. (57220879967); Bellquist, Lyall (23481412500); Kauer, Kate (57203355317); Wilson, Jono R. (16033576100); Hilborn, Ray (57208459264); Odell, Jay (57164484000)","7801548640; 6507525413; 57220879967; 23481412500; 57203355317; 16033576100; 57208459264; 57164484000","Characterizing state-managed and unmanaged fisheries in coastal marine states and territories of the United States","2023","Fish and Fisheries","24","5","","711","729","18","0","10.1111/faf.12756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160044015&doi=10.1111%2ffaf.12756&partnerID=40&md5=259d65d707f01b6e82d5ca16342aaaf1","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160044015"
"Mahilac H.M.O.; Tandingan J.P.; Torres A.G.; Amparado R.J.; Roa-Quiaoit H.A.","Mahilac, Heizel Mae O. (58699611000); Tandingan, Joylinber P. (58699453300); Torres, Armi G. (57895166100); Amparado, Ruben Jr (37100993800); Roa-Quiaoit, Hilly Ann (24449454100)","58699611000; 58699453300; 57895166100; 37100993800; 24449454100","Macroinvertebrate assessment in seagrass ecosystem in Sinacaban Municipality, Misamis Occidental, Philippines","2023","Biodiversitas","24","10","","5586","5597","11","0","10.13057/biodiv/d241040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177082092&doi=10.13057%2fbiodiv%2fd241040&partnerID=40&md5=4a56d9fb83e6f19e6df07fd6c1516654","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85177082092"
"du Pontavice H.; Gascuel D.; Kay S.; Cheung W.W.L.","du Pontavice, Hubert (57195336156); Gascuel, Didier (6603501705); Kay, Susan (37061158800); Cheung, William W.L. (57484627900)","57195336156; 6603501705; 37061158800; 57484627900","Climate-induced changes in ocean productivity and food-web functioning are projected to markedly affect European fisheries catch","2023","Marine Ecology Progress Series","713","","","21","37","16","0","10.3354/meps14328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165607924&doi=10.3354%2fmeps14328&partnerID=40&md5=b40fc4ea17c189ff243d4915234cf26f","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85165607924"
"McComb-Turbitt S.P.; Crossin G.T.; Tierney M.; Brickle P.; Trathan P.; Williams T.D.; Auger-Méthé M.","McComb-Turbitt, Sarah P. (57223186305); Crossin, Glenn T. (6603470780); Tierney, Megan (7102518123); Brickle, Paul (6602972233); Trathan, Philip (7003343692); Williams, Tony D. (7404172708); Auger-Méthé, Marie (26656620700)","57223186305; 6603470780; 7102518123; 6602972233; 7003343692; 7404172708; 26656620700","Diving efficiency at depth and pre-breeding foraging effort increase with haemoglobin levels in gentoo penguins","2023","Marine Ecology Progress Series","722","","","1","17","16","0","10.3354/meps14441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176558401&doi=10.3354%2fmeps14441&partnerID=40&md5=e6f0c3d0c31ab6b7380cc2dedb99438a","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85176558401"
"Keerthika K.; Padmavathy P.; Rani V.; Jeyashakila R.; Aanand S.; Kutty R.; Arisekar U.; Tamilselvan R.; Subash P.","Keerthika, Kalaiselvan (57731969900); Padmavathy, Pandurengan (57189211412); Rani, Velu (57479336600); Jeyashakila, Robinson (57103805500); Aanand, Samraj (36445175300); Kutty, Ranjeet (6504471430); Arisekar, Ulaganathan (57205302340); Tamilselvan, Rajarajan (57815090500); Subash, Palaniappan (57488220100)","57731969900; 57189211412; 57479336600; 57103805500; 36445175300; 6504471430; 57205302340; 57815090500; 57488220100","Ingestion of microplastics in commercially important species along Thoothukudi coast, south east India","2023","Environmental Monitoring and Assessment","195","4","511","","","","0","10.1007/s10661-023-11049-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150940996&doi=10.1007%2fs10661-023-11049-4&partnerID=40&md5=e970ddb5383c587001144c0344be0a8d","Article","Final","","Scopus","2-s2.0-85150940996"
"Porz A.; Zuschin M.; Strotz L.; Koskeridou E.; Simoens K.; Lukić R.; Thivaiou D.; Quillévéré F.; Agiadi K.","Porz, Antonia (58788193600); Zuschin, Martin (6701502839); Strotz, Luke (6507149766); Koskeridou, Efterpi (13410479000); Simoens, Kobe (58787484400); Lukić, Renata (58787956400); Thivaiou, Danae (57207995054); Quillévéré, Frédéric (6506112055); Agiadi, Konstantina (36052426400)","58788193600; 6701502839; 6507149766; 13410479000; 58787484400; 58787956400; 57207995054; 6506112055; 36052426400","Controls on long-term changes in bathyal bivalve biomass: The Pleistocene glacial–interglacial record in the eastern Mediterranean","2024","Deep-Sea Research Part I: Oceanographic Research Papers","203","","104224","","","","0","10.1016/j.dsr.2023.104224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181154910&doi=10.1016%2fj.dsr.2023.104224&partnerID=40&md5=4fde0ef6d288c550c986a517361ecb6b","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85181154910"
